text,protext,class
"RT @edmilsonpapo10: @rodrigojfmg1 eu defendi Reinaldo várias vezes, mas agora ele mentiu descaradamente isso não tem defesa... https://t.co _","RT USERNAME: USERNAME eu defendi Reinaldo várias vezes, mas agora ele mentiu descaradamente isso não tem defesa... https://t.co _",0
cota é racismo!!!! somos todos iguais,cota é racismo!!!! somos todos iguais,1
PT é vermelho pq vermelho representa o comunismo ou seja representa o inferno.,PT é vermelho pq vermelho representa o comunismo ou seja representa o inferno.,1
heterofobicos não passarão,heterofobicos não passarão,1
"RT @lolaescreva: Hoje é dia de revolução. Todo dia deveria ser #DiadaMulher
#8MBR https://t.co/pr4Rp9nRu5",RT USERNAME: Hoje é dia de revolução. Todo dia deveria ser #DiadaMulher #8MBR https://t.co/pr4Rp9nRu5,0
"RT @_carmeloneto: @TPJaros não. A lei da imigração abre as fronteiras do Brasil para refugiados, e libera a ONU para emitir vistos, tirando _","RT USERNAME: USERNAME não. A lei da imigração abre as fronteiras do Brasil para refugiados, e libera a ONU para emitir vistos, tirando _",0
os islamicos moderados estão filmando e tirando foto...os Islamicos não praticantes estão alertando o ocidente das _ https://t.co/nEaj8goSyw,os islamicos moderados estão filmando e tirando foto...os Islamicos não praticantes estão alertando o ocidente das _ https://t.co/nEaj8goSyw,1
"RT @OdeCarvalho: 1) A mídia adestra o povo para que julgue um homem não pelo que ele faz, mas pelo que se diz dele.","RT USERNAME: 1) A mídia adestra o povo para que julgue um homem não pelo que ele faz, mas pelo que se diz dele.",1
"SCP falha golos com jogadores isolados sem ninguém na baliza.
SCP perde com o Setúbal.
SCP é eliminado.
Sportinguistas culpam o SLB.
",SCP falha golos com jogadores isolados sem ninguém na baliza. SCP perde com o Setúbal. SCP é eliminado. Sportinguistas culpam o SLB.,0
RT @laurensexuals: se vc usa roupas complexas vc é 'sapatão' ou falam que vc está metido com algo que não presta,RT USERNAME: se vc usa roupas complexas vc é 'sapatão' ou falam que vc está metido com algo que não presta,1
Mais um país decadente... https://t.co/xcNxNkFcRc,Mais um país decadente... https://t.co/xcNxNkFcRc,0
Forró que ouvi ontem: 'O homem que não chamar mulher pra dançar agarradinho é boiola e a mulher que não aceitar é sapatão',Forró que ouvi ontem: 'O homem que não chamar mulher pra dançar agarradinho é boiola e a mulher que não aceitar é sapatão',1
RT @Berrador: Hoje para muitos é dia para almoçar com a amante e jantar com a mulher. A restauração agradece,RT USERNAME: Hoje para muitos é dia para almoçar com a amante e jantar com a mulher. A restauração agradece,0
"É reconfortante saber que o Banco de Portugal, mesmo já não fabricando moeda há 15 anos, continua a contratar...","É reconfortante saber que o Banco de Portugal, mesmo já não fabricando moeda há 15 anos, continua a contratar...",0
a cota de negro aumentou nesse BBB né,a cota de negro aumentou nesse BBB né,1
é tanta caloura sapatão que vai ter apresentações de voz e violão na cantina durante os intervalos,é tanta caloura sapatão que vai ter apresentações de voz e violão na cantina durante os intervalos,1
"Que raiva daquela mulher burra, deu os pontos igual a cara dela","Que raiva daquela mulher burra, deu os pontos igual a cara dela",1
"#Encontro a feminista se droga, bebê até cair e sai com um cara q conheceu há 2 min, usuário de droga, e depois quer reclamar de assedio...","#Encontro a feminista se droga, bebê até cair e sai com um cara q conheceu há 2 min, usuário de droga, e depois quer reclamar de assedio...",1
RT @leumaS_amiL: 20 anos a Odebrecht pagou propina às FARC. https://t.co/f5oGGK7eo9,RT USERNAME: 20 anos a Odebrecht pagou propina às FARC. https://t.co/f5oGGK7eo9,0
Agora tá na moda colocar a culpa nos países do OM. Não se engane e aos outros.Quem produziu REFUGIADOS foram EUA e OTAN @AbrahoCavalcant.,Agora tá na moda colocar a culpa nos países do OM. Não se engane e aos outros.Quem produziu REFUGIADOS foram EUA e OTAN USERNAME.,0
"FELIZ DIA DAS MULHERES
PRA QUEM NASCEU HOMEM E ACHA QUE PRA SE MULHER BASTA COLOCAR UMA SAIA O SEU DIA É 1º DE ABRIL
#InternationalWomensDaY",FELIZ DIA DAS MULHERES PRA QUEM NASCEU HOMEM E ACHA QUE PRA SE MULHER BASTA COLOCAR UMA SAIA O SEU DIA É 1º DE ABRIL #InternationalWomensDaY,0
"Galera, tenho umas fotos pra mostrar de terça, quando a sra @angelicamorango deu entrevista pra uma revista com vestido micro.. querem?","Galera, tenho umas fotos pra mostrar de terça, quando a sra USERNAME deu entrevista pra uma revista com vestido micro.. querem?",0
"tem que privatizar essas universidades mesmo
tá tudo aos pedaços por causa de quem?
DILMA",tem que privatizar essas universidades mesmo tá tudo aos pedaços por causa de quem? DILMA,0
"Transposição do Rio São Francisco.
Uma obra de merda que custou bilhões e enriqueceu empreiteiros petistas. https://t.co/LiqpsfwOux",Transposição do Rio São Francisco. Uma obra de merda que custou bilhões e enriqueceu empreiteiros petistas. https://t.co/LiqpsfwOux,1
@CapitalismoOP @editorahumanas  a OAB é tão machista que acha que mulher não pode ser machista também!,USERNAME USERNAME  a OAB é tão machista que acha que mulher não pode ser machista também!,1
Acho que vou... ai que preguiça de dormir... xerus!,Acho que vou... ai que preguiça de dormir... xerus!,0
Essas mulher burra me da raiva,Essas mulher burra me da raiva,1
jornalistazinho neo-ateísta militante que só sabe atacar o cristianismo!!! https://t.co/aqsKwu2cht,jornalistazinho neo-ateísta militante que só sabe atacar o cristianismo!!! https://t.co/aqsKwu2cht,1
Barcelona teve virada histórica.... Galo teve várias....,Barcelona teve virada histórica.... Galo teve várias....,0
"Pegar um táxi e, depois de um tempo em silêncio, dizer para o taxista: 'foi aqui nesse cruzamento que eu morri atropelado'.","Pegar um táxi e, depois de um tempo em silêncio, dizer para o taxista: 'foi aqui nesse cruzamento que eu morri atropelado'.",0
"SCP fora:
- das competições europeias: CHECK
- da Taça da Liga: CHECK
- da Taça de Portugal: CHECK
Isto sim, é poupar jogadores para a Liga","SCP fora: - das competições europeias: CHECK - da Taça da Liga: CHECK - da Taça de Portugal: CHECK Isto sim, é poupar jogadores para a Liga",0
"Ando a passear pela Baixa do Porto e encontrei um prédio que não foi transformado em turismo de habitação.
JURO!
Vou jogar no Euromilhões",Ando a passear pela Baixa do Porto e encontrei um prédio que não foi transformado em turismo de habitação. JURO! Vou jogar no Euromilhões,0
"RT @2much4hoes: É ridiculo acharem gays e fufas diferentes de todo o resto, são pessoas normais mas com gostos diferentes! Deixem-se disso!","RT USERNAME: É ridiculo acharem gays e fufas diferentes de todo o resto, são pessoas normais mas com gostos diferentes! Deixem-se disso!",1
"Você, que larga indireta no twitter, acaba pagando vale de abandonada com toda a timeline. Quem realmente deveria ser atingido nem vê.","Você, que larga indireta no twitter, acaba pagando vale de abandonada com toda a timeline. Quem realmente deveria ser atingido nem vê.",0
"@GoncaloMirandaa 
Não se pode ter só 'defeitos' ;)",USERNAME  Não se pode ter só 'defeitos' ;),0
@TeamLParrilla ela podia pelo menos se preparar vestida de burca ninguém é obrigado a ficar olhando esse corpinho aí não. Eu heim!,USERNAME ela podia pelo menos se preparar vestida de burca ninguém é obrigado a ficar olhando esse corpinho aí não. Eu heim!,1
"A mídia está fazendo com esse prefeito, o que fez comigo. Eles forçam uma tá homofobia, rotulam, ridicularizam,... https://t.co/oxI4tx9PqL","A mídia está fazendo com esse prefeito, o que fez comigo. Eles forçam uma tá homofobia, rotulam, ridicularizam,... https://t.co/oxI4tx9PqL",1
"A petição que pede a despenalização da #eutanásia foi aprovado por unanimidade, na comissão parlamentar. Vergonha! https://t.co/KqHPyQjizo","A petição que pede a despenalização da #eutanásia foi aprovado por unanimidade, na comissão parlamentar. Vergonha! https://t.co/KqHPyQjizo",1
RT @lokocorreia: @HumorNegroo jornal esse que é feito com folha de bananeira,RT USERNAME: USERNAME jornal esse que é feito com folha de bananeira,1
RT @viktortora: Acção na Figueira da Foz https://t.co/nLwhy9CsY1,RT USERNAME: Acção na Figueira da Foz https://t.co/nLwhy9CsY1,0
@leticiabahia23 A grande definição ideológica que não é mais vivida atualmente. Isso foi passado. So no Isla que falta isso. HJ éesquerdismo,USERNAME A grande definição ideológica que não é mais vivida atualmente. Isso foi passado. So no Isla que falta isso. HJ éesquerdismo,1
"TÁ CERTA A MARIA DO CORSÁRIO, TEM QUE PROCESSAR ESSE CACHORRO SAFADO QUE ROUBOU O CIGARRINHO DA SUA INOCENTE FILHA. _ https://t.co/JacUZtm7i6","TÁ CERTA A MARIA DO CORSÁRIO, TEM QUE PROCESSAR ESSE CACHORRO SAFADO QUE ROUBOU O CIGARRINHO DA SUA INOCENTE FILHA. _ https://t.co/JacUZtm7i6",1
@rainhadohate146 Tão mas tu és burra ou que ?Não percebeste o q eu disse? Tu és UMA MULHER ! É o teu dia ! Mas eu n stou a flr d nscr mulher,USERNAME Tão mas tu és burra ou que ?Não percebeste o q eu disse? Tu és UMA MULHER ! É o teu dia ! Mas eu n stou a flr d nscr mulher,0
é tanto calor que to começando a gostar de quem fala cuspindo,é tanto calor que to começando a gostar de quem fala cuspindo,0
@Estadao Nunca vi esses 'coletivismo' lutando pelos direitos da mulher no islamismo. Elas são só massa de manobra d _ https://t.co/doSd6ScAnu,USERNAME Nunca vi esses 'coletivismo' lutando pelos direitos da mulher no islamismo. Elas são só massa de manobra d _ https://t.co/doSd6ScAnu,0
"Só pra deixar claro, @homemdeverdade não faz clube do macho, turminha da foda, essas merdas machistas de baitolas recatadas !","Só pra deixar claro, USERNAME não faz clube do macho, turminha da foda, essas merdas machistas de baitolas recatadas !",1
@Curate_Angola  eu passei a minha vida toda a ver relacionamentos heterossexuais e não sou hetero! Acho que isso não influencia em nada,USERNAME  eu passei a minha vida toda a ver relacionamentos heterossexuais e não sou hetero! Acho que isso não influencia em nada,0
"@BRXSRV foca-te em nrs e n digas q é inofensiva, em si mesmo, o islao está a ser levado para lados radicais e n estou só a falar da isis +","USERNAME foca-te em nrs e n digas q é inofensiva, em si mesmo, o islao está a ser levado para lados radicais e n estou só a falar da isis +",1
PRECISA-SE URGENTE de um serial killer de cantores sertanejos,PRECISA-SE URGENTE de um serial killer de cantores sertanejos,1
Grupo faz manifestação contra  Dep @marcofeliciano  em poços de Caldas. #GenteDesocupada https://t.co/FvEQrJdZzL,Grupo faz manifestação contra  Dep USERNAME  em poços de Caldas. #GenteDesocupada https://t.co/FvEQrJdZzL,0
"WOLVERINE COM A VOZ DO CUMPADI WASHINGTON E DO MR CATRA
EU TO CHORANDO",WOLVERINE COM A VOZ DO CUMPADI WASHINGTON E DO MR CATRA EU TO CHORANDO,0
RT @CusquicesFufas: Fufas trocam alma por pão fofo !,RT USERNAME: Fufas trocam alma por pão fofo !,1
"NEYMAR FEZ O FAMOSO GOL 'OLHO AZUL EM GORDA'
BONITO, MAS NÃO SERVE PRA NADA","NEYMAR FEZ O FAMOSO GOL 'OLHO AZUL EM GORDA' BONITO, MAS NÃO SERVE PRA NADA",1
"RT @BolsonaroSP: PSDB: pró desarmamento, contra redução maioridade penal,nunca nomearam Min.Def. da área. Quer melhorar a segurança? Já sab _","RT USERNAME: PSDB: pró desarmamento, contra redução maioridade penal,nunca nomearam Min.Def. da área. Quer melhorar a segurança? Já sab _",0
esperar oq do cara que defende @jeanwyllys_real https://t.co/ojJQ4G8J1l,esperar oq do cara que defende USERNAME https://t.co/ojJQ4G8J1l,0
@leandrolechuga @otmar03 Vc é medico ? e politico ?,USERNAME USERNAME Vc é medico ? e politico ?,0
Chega de arrumar treta com os esquerdopatas....  estou casada de ter que falar com um monte de bosta!,Chega de arrumar treta com os esquerdopatas....  estou casada de ter que falar com um monte de bosta!,1
Publicitária é pega fumando maconha e diz estar soltando a fumaça do conclave HAHUA http://t.co/c5ToGElb3C #FumaçaBranca #HabemusPapam,Publicitária é pega fumando maconha e diz estar soltando a fumaça do conclave HAHUA http://t.co/c5ToGElb3C #FumaçaBranca #HabemusPapam,1
@drduarte1974 @alexandregarcia aparentemente vc tem mta necessidade de vir falar isso pra mim e agora ja falou pode parar né,USERNAME USERNAME aparentemente vc tem mta necessidade de vir falar isso pra mim e agora ja falou pode parar né,0
@luperc4lia oi! eu pensei nisso mais cedo e criei um email. pode mandar no gentebranca1@gmail.com,USERNAME oi! eu pensei nisso mais cedo e criei um email. pode mandar no gentebranca1@gmail.com,0
"#SerMulherÉ No seu dia, o marido prepara um jantar romantico e no fim da noite...vc faz greve de sexo pra seguir o _ https://t.co/vnhizK0Lrz","#SerMulherÉ No seu dia, o marido prepara um jantar romantico e no fim da noite...vc faz greve de sexo pra seguir o _ https://t.co/vnhizK0Lrz",1
"Ver 1 mulher com 1 olho negro é das coisas que mais me revolta.
Nunca sei se é 1 ex do Carrilho ou 1 gótica a passar dificuldades económicas",Ver 1 mulher com 1 olho negro é das coisas que mais me revolta. Nunca sei se é 1 ex do Carrilho ou 1 gótica a passar dificuldades económicas,1
"Desde 8 de Nov, dia da eleição, o mercado de ações cresceu $3.2 trilhões e a confiança do consumidor está em uma al _ https://t.co/7nUXa3vpuf","Desde 8 de Nov, dia da eleição, o mercado de ações cresceu $3.2 trilhões e a confiança do consumidor está em uma al _ https://t.co/7nUXa3vpuf",0
@Quase_Gay Gatooooooooooooooooo Tava sentindo tua falta....,USERNAME Gatooooooooooooooooo Tava sentindo tua falta....,0
Se a UC Berkeley não aceita liberdade de expressão e ataca inocentes com ponto de vista diferente - CORTAMOS O FINANCIAMENTO FEDERAL?,Se a UC Berkeley não aceita liberdade de expressão e ataca inocentes com ponto de vista diferente - CORTAMOS O FINANCIAMENTO FEDERAL?,0
"RT @DireitaBrasil: Fátima Bernardes não pára de repetir 'o estrago que o homem branco causou' ao chegar no Brasil. 
Vai estudar, vai, sua _","RT USERNAME: Fátima Bernardes não pára de repetir 'o estrago que o homem branco causou' ao chegar no Brasil.  Vai estudar, vai, sua _",1
Nada contra negros mas EU PREFIRO aquele branquelo palmito cor de leite pra bejar na boca rsrs,Nada contra negros mas EU PREFIRO aquele branquelo palmito cor de leite pra bejar na boca rsrs,1
o lula nunca acertou a nota azul do guitar hero,o lula nunca acertou a nota azul do guitar hero,1
"RT @jpintocoelho60: Nomes não faltam: vigaristas, corruptos, aldrabões, assassinos, vendidos, traidores, pedófilos, aberrações...
#25Abril _","RT USERNAME: Nomes não faltam: vigaristas, corruptos, aldrabões, assassinos, vendidos, traidores, pedófilos, aberrações... #25Abril _",1
"Vocês podem denunciar aqui, gente: http://t.co/AAYwR4nOtv","Vocês podem denunciar aqui, gente: http://t.co/AAYwR4nOtv",0
"Por que 'APESAR'?? Ser nacionalista é oposto a ter esperança e união?? 
Forcem mais a barra que tá pouco!! Jornale _ https://t.co/NdzF8y2oj8",Por que 'APESAR'?? Ser nacionalista é oposto a ter esperança e união??  Forcem mais a barra que tá pouco!! Jornale _ https://t.co/NdzF8y2oj8,0
@RJRBAleixo Faro vai ficar sempre na minha lista de cidades obrigatórias a partir de agora,USERNAME Faro vai ficar sempre na minha lista de cidades obrigatórias a partir de agora,0
tem que privatizar a porra toda mesmo tmj temer,tem que privatizar a porra toda mesmo tmj temer,0
"'que importa não é ser mulher é se sentir mulher'
AS VEZES ME SINTO O BRÉD PIT, OLHO NO ESPELHO E ACABA
VOCÊ DEVIA SENTIR O MESMO AO URINAR","'que importa não é ser mulher é se sentir mulher' AS VEZES ME SINTO O BRÉD PIT, OLHO NO ESPELHO E ACABA VOCÊ DEVIA SENTIR O MESMO AO URINAR",0
agora que a dilma vai sair quem assume é o aécio né??,agora que a dilma vai sair quem assume é o aécio né??,0
"@JuMagalhaesBH Para as mulheres de direita, a comemoração será sempre essa ! @misscaviar @AnaPaulaVolei _ https://t.co/CO5y76zThS","USERNAME Para as mulheres de direita, a comemoração será sempre essa ! USERNAME USERNAME _ https://t.co/CO5y76zThS",1
RT @diImabr: @katylene @humornegroo É pra estimular a compra de carros elétricos no Brasil. Bjs,RT USERNAME: USERNAME USERNAME É pra estimular a compra de carros elétricos no Brasil. Bjs,0
RT @Reginaldo_MO: Vamos derrotar a ideologia de gênero. #EscolaSemPartidoJa https://t.co/1h5P8aOL1w,RT USERNAME: Vamos derrotar a ideologia de gênero. #EscolaSemPartidoJa https://t.co/1h5P8aOL1w,0
@mrsquintas @Famel_Zundapp disse que isto aqui é uma cambada de comunas e fachos.,USERNAME USERNAME disse que isto aqui é uma cambada de comunas e fachos.,1
Feliz Dia das Mulheres Femininas!,Feliz Dia das Mulheres Femininas!,0
"Pode bater em mulher não, amiguinho. Larga de ser retardado","Pode bater em mulher não, amiguinho. Larga de ser retardado",0
